"AmbientPOS Export (Cash Drawer)"
"Export Branch",692
"Data From",19/05/2019,00:00:00
"Data to",19/05/2019,23:59:58


,Date,Time,Title,Method,Send,Cash-In,Cash-Out,POS,Staff,Remark
,2019-05-19,15:05:01,1905190069210062,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:55:58,1905190069210061,POS,0.00,0.00,0.00,90.00,cashier," "
,2019-05-19,14:55:58,1905190069210061,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:53:47,1905190069210060,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:52:34,1905190069210059,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,14:52:34,1905190069210059,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:51:42,1905190069210058,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:50:21,1905190069210057,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:27:24,1905190069210056,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:27:24,1905190069210056,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:27:24,1905190069210056,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,14:25:31,1905190069210055,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,14:25:31,1905190069210055,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:24:36,1905190069210054,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:24:11,1905190069210053,POS,0.00,0.00,0.00,80.00,cashier," "
,2019-05-19,14:10:39,1905190069210052,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,14:09:40,1905190069210051,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,14:05:17,1905190069210050,POS,0.00,0.00,0.00,30.00,cashier," "
,2019-05-19,14:03:30,1905190069210049,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:58:07,1905190069210048,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,13:56:05,1905190069210047,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,13:50:58,1905190069210046,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:50:58,1905190069210046,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:50:58,1905190069210046,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,13:27:11,1905190069210045,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:27:11,1905190069210045,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:09:07,1905190069210044,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,13:02:15,1905190069210043,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,12:55:37,1905190069210042,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,12:54:12,1905190069210041,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,12:48:29,1905190069210040,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:46:40,1905190069210039,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,12:46:40,1905190069210039,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,12:26:24,1905190069210037,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:26:24,1905190069210037,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:17:20,1905190069210036,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:17:20,1905190069210036,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,12:17:20,1905190069210036,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:14:09,1905190069210035,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,12:14:09,1905190069210035,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:11:47,1905190069210034,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,11:56:56,1905190069210033,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,11:39:51,1905190069210032,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:20:04,1905190069210031,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:15:53,1905190069210030,POS,0.00,0.00,0.00,80.00,cashier," "
,2019-05-19,11:15:53,1905190069210030,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,11:15:53,1905190069210030,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,10:55:26,1905190069210029,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,10:27:01,1905190069210028,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,10:27:01,1905190069210028,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,10:24:34,1905190069210027,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,10:24:34,1905190069210027,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,10:24:34,1905190069210027,POS,0.00,0.00,0.00,5.00,cashier," "
,2019-05-19,10:18:54,1905190069210026,POS,0.00,0.00,0.00,140.00,cashier," "
,2019-05-19,10:18:39,1905190069210025,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,09:47:06,1905190069210024,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,09:47:06,1905190069210024,POS,0.00,0.00,0.00,90.00,cashier," "
,2019-05-19,09:39:01,น้ำแข็ง,"Cash Out",0.00,0.00,120.00,0.00,cashier,
,2019-05-19,09:31:24,1905190069210023,POS,0.00,0.00,0.00,110.00,cashier," "
,2019-05-19,09:31:24,1905190069210023,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,09:30:47,1905190069210022,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,09:30:47,1905190069210022,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,09:27:30,1905190069210021,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,09:27:30,1905190069210021,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,09:19:46,1905190069210020,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,09:19:22,1905190069210019,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,09:19:22,1905190069210019,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,09:12:22,1905190069210018,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,09:12:22,1905190069210018,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,09:12:22,1905190069210018,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,09:01:45,1905190069210017,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,09:01:45,1905190069210017,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,08:51:53,1905190069210016,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,08:51:53,1905190069210016,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,08:51:53,1905190069210016,POS,0.00,0.00,0.00,-15.00,cashier," "
,2019-05-19,08:50:32,1905190069210015,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,08:47:00,1905190069210014,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,08:47:00,1905190069210014,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,08:46:07,1905190069210013,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,08:46:07,1905190069210013,POS,0.00,0.00,0.00,40.00,cashier," "
,2019-05-19,08:37:24,1905190069210012,POS,0.00,0.00,0.00,30.00,cashier," "
,2019-05-19,08:35:52,1905190069210011,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,07:59:10,1905190069210010,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,07:59:10,1905190069210010,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,07:40:34,1905190069210009,POS,0.00,0.00,0.00,110.00,cashier," "
,2019-05-19,07:39:35,1905190069210008,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,07:32:43,1905190069210007,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,07:16:28,1905190069210006,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,07:09:07,1905190069210005,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,07:08:11,1905190069210004,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,07:08:11,1905190069210004,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,07:08:11,1905190069210004,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,07:07:01,1905190069210003,POS,0.00,0.00,0.00,65.00,cashier," "
