"AmbientPOS Export (Cash Drawer)"
"Export Branch",203
"Data From",19/05/2019,00:00:00
"Data to",19/05/2019,23:59:58


,Date,Time,Title,Method,Send,Cash-In,Cash-Out,POS,Staff,Remark
,2019-05-19,23:18:22,1905190020300059,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,23:15:06,1905190020300058,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,23:15:06,1905190020300058,POS,0.00,0.00,0.00,40.00,mai," "
,2019-05-19,23:14:45,1905190020300057,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,23:14:45,1905190020300057,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,22:55:09,1905190020300056,POS,0.00,0.00,0.00,20.00,mai," "
,2019-05-19,22:54:56,1905190020300055,POS,0.00,0.00,0.00,100.00,mai," "
,2019-05-19,22:41:44,1905190020300054,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,22:41:44,1905190020300054,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,22:21:20,1905190020300053,POS,0.00,0.00,0.00,85.00,mai," "
,2019-05-19,22:21:20,1905190020300053,POS,0.00,0.00,0.00,20.00,mai," "
,2019-05-19,22:19:19,1905190020300052,POS,0.00,0.00,0.00,240.00,mai," "
,2019-05-19,22:19:02,1905190020300051,POS,0.00,0.00,0.00,120.00,mai," "
,2019-05-19,22:19:02,1905190020300051,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,22:19:02,1905190020300051,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,22:19:02,1905190020300051,POS,0.00,0.00,0.00,100.00,mai," "
,2019-05-19,22:19:02,1905190020300051,POS,0.00,0.00,0.00,100.00,mai," "
,2019-05-19,22:19:02,1905190020300051,POS,0.00,0.00,0.00,89.00,mai," "
,2019-05-19,22:19:02,1905190020300051,POS,0.00,0.00,0.00,15.00,mai," "
,2019-05-19,22:06:12,1905190020300050,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,22:04:01,1905190020300049,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,21:57:03,1905190020300048,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,21:49:25,1905190020300047,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,21:49:25,1905190020300047,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,21:49:08,1905190020300046,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,21:48:02,1905190020300045,POS,0.00,0.00,0.00,120.00,mai," "
,2019-05-19,21:41:19,1905190020300044,POS,0.00,0.00,0.00,40.00,mai," "
,2019-05-19,21:41:09,1905190020300043,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,21:39:20,1905190020300042,POS,0.00,0.00,0.00,120.00,mai," "
,2019-05-19,21:30:44,1905190020300041,POS,0.00,0.00,0.00,160.00,mai," "
,2019-05-19,21:27:59,1905190020300040,POS,0.00,0.00,0.00,150.00,mai," "
,2019-05-19,21:27:59,1905190020300040,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,21:23:06,1905190020300039,POS,0.00,0.00,0.00,140.00,mai," "
,2019-05-19,21:23:06,1905190020300039,POS,0.00,0.00,0.00,85.00,mai," "
,2019-05-19,21:20:19,1905190020300038,POS,0.00,0.00,0.00,40.00,mai," "
,2019-05-19,21:19:59,1905190020300037,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,21:10:28,1905190020300036,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,21:10:28,1905190020300036,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,21:00:11,1905190020300035,POS,0.00,0.00,0.00,65.00,mai," "
,2019-05-19,21:00:11,1905190020300035,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,21:00:11,1905190020300035,POS,0.00,0.00,0.00,85.00,mai," "
,2019-05-19,21:00:11,1905190020300035,POS,0.00,0.00,0.00,150.00,mai," "
,2019-05-19,20:57:12,1905190020300034,POS,0.00,0.00,0.00,30.00,mai," "
,2019-05-19,20:56:13,1905190020300033,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,20:54:13,1905190020300032,POS,0.00,0.00,0.00,30.00,mai," "
,2019-05-19,20:54:07,1905190020300031,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,20:54:07,1905190020300031,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,20:53:09,1905190020300030,POS,0.00,0.00,0.00,200.00,mai," "
,2019-05-19,20:52:02,1905190020300029,POS,0.00,0.00,0.00,400.00,mai," "
,2019-05-19,20:52:02,1905190020300029,POS,0.00,0.00,0.00,250.00,mai," "
,2019-05-19,20:43:43,1905190020300028,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,20:43:43,1905190020300028,POS,0.00,0.00,0.00,160.00,mai," "
,2019-05-19,20:26:53,1905190020300027,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,20:26:53,1905190020300027,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,20:26:53,1905190020300027,POS,0.00,0.00,0.00,30.00,mai," "
,2019-05-19,20:26:35,1905190020300026,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,20:20:12,1905190020300025,POS,0.00,0.00,0.00,35.00,mai," "
,2019-05-19,20:20:12,1905190020300025,POS,0.00,0.00,0.00,10.00,mai," "
,2019-05-19,20:13:58,1905190020300024,POS,0.00,0.00,0.00,10.00,mai," "
,2019-05-19,20:08:00,1905190020300023,POS,0.00,0.00,0.00,100.00,mai," "
,2019-05-19,20:08:00,1905190020300023,POS,0.00,0.00,0.00,10.00,mai," "
,2019-05-19,20:04:54,1905190020300022,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,20:04:54,1905190020300022,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,20:04:54,1905190020300022,POS,0.00,0.00,0.00,65.00,mai," "
,2019-05-19,19:55:48,1905190020300021,POS,0.00,0.00,0.00,85.00,mai," "
,2019-05-19,19:52:42,1905190020300020,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,19:52:42,1905190020300020,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,19:52:42,1905190020300020,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,19:51:56,1905190020300019,POS,0.00,0.00,0.00,100.00,mai," "
,2019-05-19,19:45:41,1905190020300018,POS,0.00,0.00,0.00,65.00,mai," "
,2019-05-19,19:45:41,1905190020300018,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,19:45:41,1905190020300018,POS,0.00,0.00,0.00,65.00,mai," "
,2019-05-19,19:45:41,1905190020300018,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,19:45:41,1905190020300018,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,19:38:58,1905190020300017,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,19:35:31,1905190020300016,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,19:35:31,1905190020300016,POS,0.00,0.00,0.00,130.00,mai," "
,2019-05-19,19:35:31,1905190020300016,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,19:24:56,1905190020300015,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,19:19:28,1905190020300014,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,19:17:26,1905190020300013,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,19:16:45,1905190020300012,POS,0.00,0.00,0.00,85.00,mai," "
,2019-05-19,19:14:44,1905190020300011,POS,0.00,0.00,0.00,240.00,mai," "
,2019-05-19,19:14:44,1905190020300011,POS,0.00,0.00,0.00,150.00,mai," "
,2019-05-19,18:53:18,1905190020300010,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,18:53:18,1905190020300010,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,18:53:18,1905190020300010,POS,0.00,0.00,0.00,130.00,mai," "
,2019-05-19,18:53:18,1905190020300010,POS,0.00,0.00,0.00,100.00,mai," "
,2019-05-19,18:53:18,1905190020300010,POS,0.00,0.00,0.00,120.00,mai," "
,2019-05-19,18:53:18,1905190020300010,POS,0.00,0.00,0.00,60.00,mai," "
,2019-05-19,18:42:43,1905190020300009,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,18:40:09,1905190020300008,POS,0.00,0.00,0.00,40.00,mai," "
,2019-05-19,18:28:30,1905190020300007,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,18:28:30,1905190020300007,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,18:22:30,1905190020300006,POS,0.00,0.00,0.00,55.00,mai," "
,2019-05-19,18:22:30,1905190020300006,POS,0.00,0.00,0.00,100.00,mai," "
,2019-05-19,18:22:30,1905190020300006,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,17:27:11,1905190020300005,POS,0.00,0.00,0.00,80.00,mai," "
,2019-05-19,17:27:11,1905190020300005,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,17:27:11,1905190020300005,POS,0.00,0.00,0.00,50.00,mai," "
,2019-05-19,17:27:11,1905190020300005,POS,0.00,0.00,0.00,10.00,mai," "
