"AmbientPOS Export (Cash Drawer)"
"Export Branch",694
"Data From",19/05/2019,00:00:00
"Data to",19/05/2019,23:59:58


,Date,Time,Title,Method,Send,Cash-In,Cash-Out,POS,Staff,Remark
,2019-05-19,16:42:44,1905190069410054,POS,0.00,0.00,0.00,45.00,cashier," "
,2019-05-19,16:41:53,1905190069410053,POS,0.00,0.00,0.00,80.00,cashier," "
,2019-05-19,16:41:53,1905190069410053,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,16:41:53,1905190069410053,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,16:41:53,1905190069410053,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,16:05:18,1905190069410052,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:53:43,1905190069410051,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:53:43,1905190069410051,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,15:50:03,1905190069410050,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,15:34:54,1905190069410049,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,15:22:25,1905190069410048,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:22:25,1905190069410048,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,15:22:25,1905190069410048,POS,0.00,0.00,0.00,45.00,cashier," "
,2019-05-19,15:15:49,1905190069410047,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:01:39,1905190069410046,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:54:05,1905190069410045,POS,0.00,0.00,0.00,45.00,cashier," "
,2019-05-19,14:54:05,1905190069410045,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,14:52:08,1905190069410044,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,14:50:32,1905190069410043,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,14:45:55,1905190069410042,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:42:43,1905190069410041,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,14:25:26,1905190069410040,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,14:08:02,1905190069410039,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,14:08:02,1905190069410039,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:47:53,1905190069410038,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:47:53,1905190069410038,POS,0.00,0.00,0.00,70.00,cashier," "
,2019-05-19,13:38:06,1905190069410037,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:38:06,1905190069410037,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:07:07,1905190069410036,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:07:07,1905190069410036,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,13:07:07,1905190069410036,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,12:53:32,1905190069410035,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:53:32,1905190069410035,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:53:32,1905190069410035,POS,0.00,0.00,0.00,45.00,cashier," "
,2019-05-19,12:53:32,1905190069410035,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,12:27:18,1905190069410034,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,12:26:02,1905190069410033,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:13:30,1905190069410032,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,12:13:30,1905190069410032,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:08:30,1905190069410031,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,12:08:30,1905190069410031,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:00:00,1905190069410029,POS,0.00,0.00,0.00,45.00,cashier," "
,2019-05-19,11:59:25,1905190069410028,POS,0.00,0.00,0.00,70.00,cashier," "
,2019-05-19,11:59:25,1905190069410028,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,11:59:25,1905190069410028,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,11:44:51,1905190069410027,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:39:37,1905190069410026,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:39:37,1905190069410026,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:34:27,1905190069410025,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,11:34:27,1905190069410025,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:34:27,1905190069410025,POS,0.00,0.00,0.00,5.00,cashier," "
,2019-05-19,11:02:48,1905190069410023,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,10:44:57,1905190069410022,POS,0.00,0.00,0.00,95.00,cashier," "
