"AmbientPOS Export (Cash Drawer)"
"Export Branch",220
"Data From",19/05/2019,00:00:00
"Data to",19/05/2019,23:59:58


,Date,Time,Title,Method,Send,Cash-In,Cash-Out,POS,Staff,Remark
,2019-05-19,16:37:52,1905190022000118,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,16:37:52,1905190022000118,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,16:36:16,1905190022000117,POS,0.00,0.00,0.00,70.00,cashier," "
,2019-05-19,16:36:16,1905190022000117,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:59:43,1905190022000116,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:59:43,1905190022000116,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,15:59:43,1905190022000116,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:58:55,1905190022000115,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:58:55,1905190022000115,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,15:50:22,1905190022000114,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,15:35:33,1905190022000113,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:34:19,1905190022000112,POS,0.00,0.00,0.00,10.00,cashier," "
,2019-05-19,15:31:08,1905190022000111,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:31:08,1905190022000111,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,15:31:08,1905190022000111,POS,0.00,0.00,0.00,35.00,cashier," "
,2019-05-19,15:27:32,1905190022000110,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:27:32,1905190022000110,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,15:27:32,1905190022000110,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,15:23:45,1905190022000109,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:22:55,1905190022000108,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,15:22:29,ค่าน้ำแข็ง,"Cash Out",0.00,0.00,120.00,0.00,cashier,
,2019-05-19,15:21:17,1905190022000107,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:21:17,1905190022000107,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,15:19:15,1905190022000106,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:19:15,1905190022000106,POS,0.00,0.00,0.00,110.00,cashier," "
,2019-05-19,15:19:15,1905190022000106,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,15:17:20,1905190022000105,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:12:46,1905190022000104,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,15:02:47,1905190022000103,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:55:58,1905190022000102,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:55:41,1905190022000101,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:47:45,1905190022000100,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,14:36:43,1905190022000099,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:36:43,1905190022000099,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:32:55,1905190022000098,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,14:32:55,1905190022000098,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:31:18,1905190022000097,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,14:21:23,1905190022000096,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:21:23,1905190022000096,POS,0.00,0.00,0.00,0.00,cashier," "
,2019-05-19,14:17:51,1905190022000095,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:08:50,1905190022000094,POS,0.00,0.00,0.00,70.00,cashier," "
,2019-05-19,13:49:12,1905190022000092,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,13:48:30,1905190022000091,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:47:21,1905190022000090,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:44:07,1905190022000088,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:44:07,1905190022000088,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:44:07,1905190022000088,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:44:07,1905190022000088,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,13:40:42,1905190022000086,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,13:40:42,1905190022000086,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:36:32,1905190022000085,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:36:32,1905190022000085,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:34:35,1905190022000084,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,13:34:00,1905190022000083,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:34:00,1905190022000083,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,13:31:37,1905190022000082,POS,0.00,0.00,0.00,70.00,cashier," "
,2019-05-19,13:31:02,1905190022000081,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:31:02,1905190022000081,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:26:14,1905190022000080,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:22:12,1905190022000079,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:21:55,1905190022000078,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:19:57,1905190022000077,POS,0.00,0.00,0.00,90.00,cashier," "
,2019-05-19,13:17:51,1905190022000076,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:17:51,1905190022000076,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,13:16:52,1905190022000075,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:15:11,1905190022000074,POS,0.00,0.00,0.00,100.00,cashier," "
,2019-05-19,13:15:11,1905190022000074,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:14:13,1905190022000073,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,12:57:14,1905190022000072,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:57:14,1905190022000072,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,12:54:07,1905190022000071,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,12:54:07,1905190022000071,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,12:49:26,1905190022000070,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,12:49:26,1905190022000070,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,12:46:18,1905190022000069,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:46:18,1905190022000069,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:45:53,1905190022000068,POS,0.00,0.00,0.00,110.00,cashier," "
,2019-05-19,12:43:10,1905190022000067,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,12:43:10,1905190022000067,POS,0.00,0.00,0.00,20.00,cashier," "
,2019-05-19,12:42:09,1905190022000066,POS,0.00,0.00,0.00,65.00,cashier," "
