"AmbientPOS Export (Cash Drawer)"
"Export Branch",217
"Data From",19/05/2019,00:00:00
"Data to",19/05/2019,23:59:58


,Date,Time,Title,Method,Send,Cash-In,Cash-Out,POS,Staff,Remark
,2019-05-19,16:48:35,1905190021700105,POS,0.00,0.00,0.00,20.00,cashier," "
,2019-05-19,16:22:43,1905190021700104,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,16:02:10,1905190021700103,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,16:02:10,1905190021700103,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,16:02:10,1905190021700103,POS,0.00,0.00,0.00,35.00,cashier," "
,2019-05-19,15:54:05,1905190021700102,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:43:40,1905190021700101,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:43:40,1905190021700101,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:20:55,1905190021700100,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:17:18,1905190021700099,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:05:58,1905190021700098,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,15:03:13,1905190021700097,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:02:38,1905190021700096,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,15:02:38,1905190021700096,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:49:26,1905190021700095,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,14:48:51,1905190021700094,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:48:51,1905190021700094,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,14:18:48,1905190021700093,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:11:41,1905190021700092,POS,0.00,0.00,0.00,20.00,cashier," "
,2019-05-19,14:11:41,1905190021700092,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:07:35,1905190021700091,POS,0.00,0.00,0.00,110.00,cashier," "
,2019-05-19,14:06:30,1905190021700090,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:05:15,1905190021700088,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:04:56,1905190021700087,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:02:25,1905190021700086,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,14:02:25,1905190021700086,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,14:01:53,1905190021700085,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:00:37,1905190021700084,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:39:58,1905190021700083,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:39:06,1905190021700082,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,13:34:44,1905190021700081,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:29:08,1905190021700080,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:29:08,1905190021700080,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:15:42,1905190021700079,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,13:15:02,1905190021700078,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,13:14:10,1905190021700077,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:12:47,1905190021700076,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,13:12:47,1905190021700076,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:02:57,1905190021700075,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:02:57,1905190021700075,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,12:57:23,1905190021700074,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,12:57:01,1905190021700073,POS,0.00,0.00,0.00,110.00,cashier," "
,2019-05-19,12:57:01,1905190021700073,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,12:53:31,1905190021700072,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:53:31,1905190021700072,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:45:58,1905190021700071,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:31:13,1905190021700070,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:31:13,1905190021700070,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:30:28,1905190021700069,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:30:28,1905190021700069,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:29:57,1905190021700068,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:29:57,1905190021700068,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,12:29:57,1905190021700068,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,12:29:57,1905190021700068,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,12:23:33,1905190021700067,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,12:23:33,1905190021700067,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:23:33,1905190021700067,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,12:20:00,1905190021700066,POS,0.00,0.00,0.00,95.00,cashier," "
,2019-05-19,12:20:00,1905190021700066,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,12:17:41,1905190021700065,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:05:21,1905190021700064,POS,0.00,0.00,0.00,90.00,cashier," "
,2019-05-19,11:58:52,1905190021700063,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:57:46,1905190021700062,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:52:03,1905190021700061,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:52:03,1905190021700061,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,11:51:27,1905190021700060,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:49:45,1905190021700059,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:49:45,1905190021700059,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:49:45,1905190021700059,POS,0.00,0.00,0.00,95.00,cashier," "
,2019-05-19,11:48:51,1905190021700058,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,11:48:51,1905190021700058,POS,0.00,0.00,0.00,85.00,cashier," "
,2019-05-19,11:41:05,1905190021700057,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,11:41:05,1905190021700057,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:41:05,1905190021700057,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:33:54,1905190021700056,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,11:33:54,1905190021700056,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:33:20,1905190021700055,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,11:33:20,1905190021700055,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:24:42,1905190021700054,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,11:18:01,1905190021700053,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,11:18:01,1905190021700053,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:06:37,1905190021700052,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,11:06:37,1905190021700052,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,11:05:49,1905190021700051,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,11:05:49,1905190021700051,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:05:49,1905190021700051,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,11:05:10,1905190021700050,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:04:21,1905190021700049,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:04:21,1905190021700049,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:02:05,1905190021700048,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:02:05,1905190021700048,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,10:59:55,1905190021700047,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,10:57:27,1905190021700046,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,10:57:27,1905190021700046,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,10:57:07,1905190021700045,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,10:56:28,1905190021700044,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,10:56:28,1905190021700044,POS,0.00,0.00,0.00,35.00,cashier," "
,2019-05-19,10:56:28,1905190021700044,POS,0.00,0.00,0.00,45.00,cashier," "
,2019-05-19,10:56:28,1905190021700044,POS,0.00,0.00,0.00,45.00,cashier," "
,2019-05-19,10:55:38,1905190021700043,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,10:55:38,1905190021700043,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,10:52:27,1905190021700042,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,10:49:49,1905190021700041,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,10:48:59,1905190021700040,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,10:48:59,1905190021700040,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,10:48:59,1905190021700040,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,10:44:20,1905190021700039,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,10:40:52,1905190021700038,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,10:40:52,1905190021700038,POS,0.00,0.00,0.00,-10.00,cashier," "
