"AmbientPOS Export (Cash Drawer)"
"Export Branch",695
"Data From",19/05/2019,00:00:00
"Data to",19/05/2019,23:59:58


,Date,Time,Title,Method,Send,Cash-In,Cash-Out,POS,Staff,Remark
,2019-05-19,16:32:34,1905190069510071,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,16:32:34,1905190069510071,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,16:32:34,1905190069510071,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:22:07,1905190069510070,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,15:22:07,1905190069510070,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:22:07,1905190069510070,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:14:27,1905190069510068,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,15:14:27,1905190069510068,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,15:13:02,1905190069510067,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,15:09:46,1905190069510066,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,15:09:46,1905190069510066,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,15:02:44,1905190069510065,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:56:18,1905190069510064,POS,0.00,0.00,0.00,70.00,cashier," "
,2019-05-19,14:29:22,1905190069510063,POS,0.00,0.00,0.00,130.00,cashier," "
,2019-05-19,14:29:22,1905190069510063,POS,0.00,0.00,0.00,-10.00,cashier," "
,2019-05-19,14:29:22,1905190069510063,POS,0.00,0.00,0.00,120.00,cashier," "
,2019-05-19,14:21:01,1905190069510062,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,14:21:01,1905190069510062,POS,0.00,0.00,0.00,75.00,cashier," "
,2019-05-19,14:21:01,1905190069510062,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,14:05:51,1905190069510061,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:57:10,1905190069510060,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:50:43,1905190069510059,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:50:11,1905190069510058,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,13:32:37,1905190069510057,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,13:02:54,1905190069510056,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:24:57,1905190069510055,POS,0.00,0.00,0.00,90.00,cashier," "
,2019-05-19,12:24:57,1905190069510055,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,12:16:19,1905190069510054,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:16:19,1905190069510054,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:15:28,1905190069510053,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,12:15:28,1905190069510053,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:13:24,1905190069510052,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,12:10:11,1905190069510051,POS,0.00,0.00,0.00,55.00,cashier," "
,2019-05-19,12:10:11,1905190069510051,POS,0.00,0.00,0.00,-5.00,cashier," "
,2019-05-19,11:45:24,1905190069510050,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:34:45,1905190069510049,POS,0.00,0.00,0.00,65.00,cashier," "
,2019-05-19,11:26:03,1905190069510048,POS,0.00,0.00,0.00,50.00,cashier," "
,2019-05-19,11:05:01,1905190069510047,POS,0.00,0.00,0.00,60.00,cashier," "
,2019-05-19,11:05:01,1905190069510047,POS,0.00,0.00,0.00,-5.00,cashier," "
